Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
DNM1,Support,25262651,"Developmental and epileptic encephalopathy-31A, DD",ASD
DNM1,Support,25533962,"Developmental and epileptic encephalopathy-31A, DD",
DNM1,Support,29397573,"ASD, DD, ID",
DNM1,Support,31452935,ASD,
DNM1,Support,33004838,"ASD, DD",
DNM1,Support,34172529,"Developmental and epileptic encephalopathy-31B, DD",Stereotypy
DNM1,Support,36553519,"Developmental and epileptic encephalopathy-31B, DD",
DNM1,Support,37132416,"ASD, ID, epilepsy/seizures",
DNM1,Primary,37805537,ASD,ADHD
DNM1,Support,38374498,Epilepsy/seizures,DD
DNM1L,Primary,23116158,ASD,
DNM1L,Support,28263302,ASD,
DNM1L,Support,28831199,ASD,
DNM1L,Support,31036916,DD,
DNM1L,Support,31231135,Epilepsy/seizures,
DNM1L,Support,31398340,ASD,
DNM1L,Support,33619735,"DD, epilepsy/seizures",
DNM1L,Support,33644862,DD,
DNM1L,Support,37541188,DD,
DNMT3A,Support,23849776,ASD,
DNMT3A,Support,24614070,Tatton-Brown-Rahman syndrome,
DNMT3A,Support,25363760,ASD,
DNMT3A,Support,25363768,ASD,
DNMT3A,Primary,26402605,ASD,
DNMT3A,Support,27479843,ID,
DNMT3A,Support,27513193,ID,
DNMT3A,Support,28263302,ASD,
DNMT3A,Recent Recommendation,29900417,Tatton-Brown-Rahman syndrome,ASD
DNMT3A,Support,30478443,DD,"Microcephaly, short stature"
DNMT3A,Positive Association,30786140,ASD,
DNMT3A,Support,31038196,ASD,
DNMT3A,Support,31452935,ASD,
DNMT3A,Support,31685998,Tatton-Brown-Rahman syndrome,SCZ
DNMT3A,Support,31845314,Tatton-Brown-Rahman syndrome,Autistic traits
DNMT3A,Support,31981491,ASD,
DNMT3A,Support,32094338,ASD,
DNMT3A,Support,32435502,Tatton-Brown-Rahman syndrome,"ASD, ID"
DNMT3A,Support,34315901,Tatton-Brown-Rahman syndrome,"ASD, ADHD, OCD, DD, ID"
DNMT3A,Support,34615535,ASD,
DNMT3A,Support,34948243,"DD, ID",
DNMT3A,Support,35390071,"DD, ID",
DNMT3A,Support,35534561,,
DNMT3A,Support,35813072,ASD,"OCD, DD, ID"
DNMT3A,Support,35887114,"DD, ID",
DNMT3A,Support,35982159,ASD,
DNMT3A,Support,36980980,"ADHD, DD, ID",Autistic features
DNMT3A,Support,37098340,,
DNMT3A,Support,37303757,"Heyn-Sproul-Jackson syndrome, DD",
DNMT3A,Support,37795572,"Tatton-Brown-Rahman syndrome, DD","ID, epilepsy/seizures, autistic features"
DNMT3A,Recent Recommendation,37952155,"ASD, ID",
DNMT3A,Support,38041495,"Tatton-Brown-Rahman syndrome, ADHD, DD",
DOCK1,Support,25363768,ASD,
DOCK1,Primary,26185613,ASD,
DOCK1,Support,31696658,ASD,
DOCK10,Primary,23632794,ASD,ID
DOCK10,Support,35982159,ASD,
DOCK4,Primary,19401682,ASD,
DOCK4,Support,20346443,Dyslexia,
DOCK4,Recent Recommendation,23536706,,
DOCK4,Recent Recommendation,23720743,,
DOCK4,Positive Association,24599690,ASD,
DOCK4,Support,25363768,ASD,
DOCK4,Positive Association,26176695,ASD,Asperger syndrome
DOCK4,Support,28714951,ASD,
DOCK4,Support,31388105,,
DOCK4,Support,35635601,ASD,
DOCK4,Support,35982159,ASD,
DOCK8,Support,18060736,ID,
DOCK8,Support,18283277,ASD,
DOCK8,Support,20678250,ASD,
DOCK8,Primary,25363760,ASD,
DOCK8,Support,27824329,ASD,
DOCK8,Recent Recommendation,29191242,"ASD, ADHD, SCZ, BPD, depression",
DOCK8,Support,29930340,"DD, ID","ASD, MDD"
DOCK8,Support,30564305,ASD,
DOCK8,Support,31398340,ASD,
DOCK8,Support,31452935,ASD,
DOCK8,Support,33455084,"ASD, DD, ID",ADHD
DOCK8,Support,35982159,ASD,
DOLK,Primary,23890587,"West syndrome, DOLK-CDG","Epilepsy, ID, ASD"
DOLK,Support,31031587,DOLK-CDG,"Epilepsy, ID, ASD"
DOLK,Support,35982159,ASD,
DOLK,Support,37506195,ASD,
DPP10,Highly Cited,15454437,,
DPP10,Recent Recommendation,16738002,,
DPP10,Primary,18252227,ASD,
DPP10,Recent Recommendation,18276729,,
DPP10,Recent Recommendation,18845608,,
DPP10,Recent Recommendation,22311982,,
DPP10,Recent Recommendation,23185133,,
DPP10,Support,23275889,ASD,
DPP10,Support,23375656,ASD,
DPP10,Support,27667684,ASD,
DPP10,Negative Association,28670437,ASD,
DPP10,Support,35982159,ASD,
DPP10,Support,37393044,ASD,
DPP3,Primary,25363760,ASD,
DPP3,Recent Recommendation,31332282,ASD,
DPP3,Support,31398340,ASD,
DPP3,Support,35982159,ASD,
DPP4,Support,22495309,ASD,
DPP4,Primary,23352160,ASD,
DPP4,Support,25363760,ASD,
DPP4,Recent Recommendation,26938441,,
DPP4,Positive Association,28098162,Hippocampal volume,
DPP4,Positive Association,28540026,ASD,
DPP6,Recent Recommendation,16899223,,
DPP6,Recent Recommendation,18084291,ALS,
DPP6,Primary,18252227,ASD,
DPP6,Recent Recommendation,18276729,,
DPP6,Recent Recommendation,18364354,,
DPP6,Recent Recommendation,18536731,,
DPP6,Recent Recommendation,18667548,,
DPP6,Recent Recommendation,18978958,,
DPP6,Recent Recommendation,19193627,,
DPP6,Recent Recommendation,19279261,,
DPP6,Recent Recommendation,19372736,,
DPP6,Recent Recommendation,22311982,,
DPP6,Support,22495309,ASD,
DPP6,Support,23275889,ASD,
DPP6,Support,23375656,ASD,
DPP6,Recent Recommendation,23832105,ID,
DPP6,Recent Recommendation,23912628,,
DPP6,Support,24643514,ASD,
DPP6,Support,25129042,TS,ADHD
DPP6,Support,25363768,ASD,
DPP6,Support,26325558,ASD,
DPP6,Support,27651234,ASD,
DPP6,Support,31398340,ASD,
DPP6,Support,31452935,ASD,
DPP6,Support,35741772,ASD,
DPP6,Support,35982159,ASD,
DPP6,Support,37007974,ASD,
DPP6,Highly Cited,9811881,,
DPYD,Recent Recommendation,17065071,,
DPYD,Primary,18252227,ASD,
DPYD,Support,21114665,ASD,
DPYD,Support,22003227,ID,Autistic features
DPYD,Support,23275889,ASD,
DPYD,Positive Association,23453885,"ASD, ADHD, BPD, MDD, SCZ",
DPYD,Support,26279650,Obesity,"DD, ID, autistic features"
DPYD,Support,27667684,ASD,
DPYD,Support,28831199,ASD,
DPYD,Positive Association,29483656,SCZ,
DPYD,Support,30945278,Epilepsy/seizures,DD
DPYD,Support,31398340,ASD,
DPYD,Highly Cited,3335642,,
DPYD,Support,35982159,ASD,
DPYD,Support,37506195,ASD,
DPYSL2,Positive Association,12679234,SCZ,
DPYSL2,Negative Association,16321170,SCZ,
DPYSL2,Positive Association,16380905,SCZ,
DPYSL2,Negative Association,20414250,SCZ,
DPYSL2,Positive Association,21302347,SCZ,
DPYSL2,Primary,25363760,ASD,
DPYSL2,Support,25363768,ASD,
DPYSL2,Positive Association,25416705,SCZ,
DPYSL2,Positive Association,25847191,SCZ,
DPYSL2,Support,27801893,,
DPYSL2,Recent Recommendation,29346770,ASD,
DPYSL2,Recent Recommendation,29892012,,
DPYSL2,Support,31919978,ASD,
DPYSL2,Support,31981491,ASD,
DPYSL2,Support,35861646,DD,"ID, epilepsy/seizures"
DPYSL2,Support,35982159,ASD,
DPYSL2,Support,37479784,Schizophrenia,
DPYSL3,Primary,25363768,ASD,
DPYSL3,Recent Recommendation,29196732,ASD,
DPYSL3,Support,35982159,ASD,
DRD1,Highly Cited,15717291,ADHD,
DRD1,Primary,18205172,ASD,
DRD1,Support,20844125,,
DRD1,Support,27483345,,
DRD2,Support,21703448,Epilepsy,
DRD2,Primary,22559203,ASD,
DRD2,Positive Association,25448322,ASD,
DRD2,Support,25533962,Unknown diagnosis,
DRD2,Positive Association,28472652,Tourette syndrome,
DRD2,Positive Association,29483656,SCZ,
DRD2,Support,35982159,ASD,
DRD3,Highly Cited,11333982,,
DRD3,Highly Cited,1362221,,
DRD3,Recent Recommendation,17332411,,
DRD3,Recent Recommendation,19017537,,
DRD3,Primary,19058789,ASD,ADHD
DRD3,Support,21703448,Epilepsy,
DRD3,Positive Association,25792691,ASD,Striatal volume
DRD3,Support,35982159,ASD,
DRD3,Highly Cited,9354330,,
DSCAM,Primary,25363768,ASD,
DSCAM,Recent Recommendation,26401017,ASD,
DSCAM,Support,26402605,ASD,
DSCAM,Recent Recommendation,26749308,ASD,
DSCAM,Support,27824329,ASD,
DSCAM,Support,28191889,DD,
DSCAM,Support,28263302,ASD,
DSCAM,Positive Association,28540026,ASD,
DSCAM,Support,30564305,ASD,
DSCAM,Support,31981491,ASD,
DSCAM,Support,33004838,"ASD, DD",ID
DSCAM,Recent Recommendation,34253863,ASD,
DSCAM,Support,34615535,ASD,
DSCAM,Support,34848499,ASD,
DSCAM,Support,35672151,,
DSCAM,Support,35982159,ASD,
DSCAM,Support,36980980,"DD, ID",Learning disability
DSCAM,Support,38302444,,
DST,Primary,24126926,"ASD, SCZ",
DST,Support,25284784,ASD,
DST,Support,25363768,ASD,
DST,Support,25533962,Unknown diagnosis,
DST,Support,30257206,TS,
DST,Support,30504930,ASD,
DST,Support,31398340,ASD,
DST,Support,33431980,ASD,
DST,Support,35901164,SCZ,
DST,Support,35982159,ASD,
DST,Support,37506195,ASD,
DUSP15,Support,22495311,ASD,
DUSP15,Primary,27223645,ASD,
DUSP15,Support,28628100,ASD,
DUSP15,Support,31398340,ASD,
DUSP15,Positive Association,34257739,ASD,
DUSP15,Support,35982159,ASD,
DUSP15,Support,37506195,ASD,
DUSP22,Primary,22346768,ASD,ID
DVL1,Support,14960015,,
DVL1,Recent Recommendation,26830142,,
DVL1,Primary,9298901,,
DVL3,Primary,25284784,ASD,
DVL3,Recent Recommendation,26830142,,
DVL3,Recent Recommendation,27008544,,
DVL3,Support,35205252,ASD,
DVL3,Support,35982159,ASD,
DVL3,Support,37943464,"ASD, epilepsy/seizures",
DYDC1,Primary,23375656,ASD,
DYDC1,Support,31209396,ASD,
DYDC2,Primary,23375656,ASD,
DYNC1H1,Support,21076407,ID,
DYNC1H1,Support,22368300,ID,
DYNC1H1,Primary,25363760,ASD,
DYNC1H1,Support,25363768,ASD,
DYNC1H1,Support,25961944,ASD,
DYNC1H1,Recent Recommendation,28263302,ASD,
DYNC1H1,Support,28325891,Epilepsy/seizures,West syndrome
DYNC1H1,Support,28344757,ASD,
DYNC1H1,Support,28554332,"ID, epilepsy/seizures, microcephaly",
DYNC1H1,Recent Recommendation,28714951,ASD,
DYNC1H1,Support,28831199,ASD,
DYNC1H1,Support,29286531,"ASD, DD, epilepsy/seizures, microcephaly",
DYNC1H1,Support,30504930,ASD,
DYNC1H1,Support,31139143,"ASD, epilepsy/seizures",
DYNC1H1,Support,31981491,ASD,
DYNC1H1,Support,32094338,ASD,
DYNC1H1,Support,32656949,Autosomal dominant lower extremity-predominant spi,"ASD, ID, epilepsy/seizures"
DYNC1H1,Support,33432195,ASD,
DYNC1H1,Support,34580403,"DD, ID, epilepsy/seizures",
DYNC1H1,Support,34615535,ASD,
DYNC1H1,Support,34803881,"DD, epilepsy/seizures",
DYNC1H1,Support,35183220,ID,
DYNC1H1,Support,35205252,ASD,
DYNC1H1,Support,35363276,,
DYNC1H1,Support,35873028,"DD, ID",
DYNC1H1,Support,35887114,"DD, ID",
DYNC1H1,Support,35982159,ASD,
DYNC1H1,Support,36702863,ASD,
DYNC1H1,Support,37393044,ASD,
DYNC1H1,Support,37524782,"DD, ID",
DYNC1H1,Support,37903666,Epilepsy/seizures,"DD, ID"
DYNC1H1,Support,38008000,"ID, epilepsy/seizures",
DYNC1H1,Support,38256219,"ID, epilepsy/seizures",
DYNC1H1,Support,38256266,ASD,"OCD, ID, epilepsy/seizures"
DYNC1H1,Support,38321498,"ADD, ID",
DYNC1H1,Support,38328757,Epilepsy/seizures,DD
DYRK1A,Support,18405873,DD,"Epilepsy, MR"
DYRK1A,Support,21294719,ID,Autistic features
DYRK1A,Primary,22495309,ASD,
DYRK1A,Support,22542183,ASD,
DYRK1A,Recent Recommendation,23099646,ID,Epilepsy
DYRK1A,Support,23160955,ASD,
DYRK1A,Recent Recommendation,24922073,,
DYRK1A,Support,25167861,ID,
DYRK1A,Recent Recommendation,25363760,ASD,
DYRK1A,Support,25363768,ASD,
DYRK1A,Support,25533962,"ASD, DD, epilepsy",Microcephaly
DYRK1A,Support,25641759,"DD, epilepsy/seizures",Autistic features
DYRK1A,Recent Recommendation,25707398,"ASD, ID","Epilepsy/seizures, microcephaly"
DYRK1A,Recent Recommendation,25920557,"ID, ASD, epilepsy/seizures",Microcephaly
DYRK1A,Recent Recommendation,25944381,"DD, ID, microcephaly","ASD, epilepsy/seizures"
DYRK1A,Recent Recommendation,26401017,ASD,
DYRK1A,Support,26544041,"DD, ID, epilepsy/seizures",
DYRK1A,Support,26846091,DD,Microcephaly
DYRK1A,Support,26922654,"DD, ID",Epilepsy/seizures
DYRK1A,Recent Recommendation,27112495,,
DYRK1A,Support,27620904,ID,
DYRK1A,Support,27824329,ASD,
DYRK1A,Support,27841880,"Microcephaly, motor delay, speech delay",Autistic features
DYRK1A,Support,27848944,"Mental retardation, autosomal dominant 7","DD, ID, epilepsy/seizures"
DYRK1A,Support,28053047,"DD, microcephaly",
DYRK1A,Support,28097321,"ID, epilepsy/seizures, microcephaly",
DYRK1A,Support,28167836,"ASD, DD, ID",
DYRK1A,Support,28191889,"ASD, DD",
DYRK1A,Support,28263302,ASD,
DYRK1A,Support,28554332,"ID, epilepsy/seizures",
DYRK1A,Support,28831199,ASD,
DYRK1A,Support,29034068,"DD, ID",ASD
DYRK1A,Recent Recommendation,29700199,,
DYRK1A,Support,30564305,ASD,
DYRK1A,Support,30831192,"ASD, DD, ID",
DYRK1A,Support,30842647,Microcephaly,"DD, epilepsy/seizures"
DYRK1A,Support,31031587,ASD,ID
DYRK1A,Support,31058587,,
DYRK1A,Support,31130284,"ASD, DD, ID, epilepsy/seizures",
DYRK1A,Support,31209962,"ID, ASD or autistic traits",
DYRK1A,Support,31263215,"DD, ID","ASD, epilepsy/seizures, microcephaly"
DYRK1A,Support,31398340,ASD,
DYRK1A,Support,31873310,ASD,
DYRK1A,Support,31981491,ASD,
DYRK1A,Support,32094338,ASD,
DYRK1A,Support,32193494,ASD,
DYRK1A,Support,32467234,,
DYRK1A,Support,32555303,Autosomal dominant mental retardation-7,"DD, epilepsy/seizures"
DYRK1A,Support,33004838,"ASD, DD",ID
DYRK1A,Support,33562844,Autosomal dominant mental retardation-7,"DD, ID, epilepsy/seizures"
DYRK1A,Support,33644862,"DD, epilepsy/seizures",
DYRK1A,Support,33753861,"ASD, DD/ID",
DYRK1A,Support,34253714,Autosomal dominant mental retardation-7,"ASD, DD, epilepsy/seizures"
DYRK1A,Recent Recommendation,34345024,"DD, ID, epilepsy/seizures","ASD, stereotypy"
DYRK1A,Support,34356170,ID,"Epilepsy/seizures, stereotypy"
DYRK1A,Support,34469739,ASD,
DYRK1A,Support,35205252,ASD,
DYRK1A,Support,35253369,"ID, epilepsy/seizures",
DYRK1A,Recent Recommendation,35285131,DD,"ASD, epilepsy/seizures"
DYRK1A,Support,35741772,ASD,
DYRK1A,Support,35813072,ASD,"DD, ID, epilepsy/seizures"
DYRK1A,Support,35821609,Autosomal dominant intellectual developmental diso,ASD
DYRK1A,Support,35873028,"DD, ID, epilepsy/seizures",
DYRK1A,Support,35887114,"DD, ID",Epilepsy/seizures
DYRK1A,Support,35982159,ASD,
DYRK1A,Support,36402907,,
DYRK1A,Support,36628390,Autosomal dominant intellectual developmental diso,
DYRK1A,Support,36741085,"ASD, DD",
DYRK1A,Recent Recommendation,36933215,ASD,
DYRK1A,Recent Recommendation,36950384,ASD,
DYRK1A,Support,37274198,Autosomal dominant intellectual developmental diso,Autistic behavior
DYRK1A,Support,37497568,"ASD, ID",
DYRK1A,Support,37541188,"DD, epilepsy/seizures",
DYRK1A,Support,37797581,ASD,
DYRK1A,Support,38008000,"ID, epilepsy/seizures",
DYRK1A,Support,38041506,Autosomal dominant intellectual developmental diso,
DYRK1A,Support,38177409,"ASD, ID",
DYRK1A,Support,38179410,Autosomal dominant intellectual developmental diso,
DYRK1A,Support,38298296,Autosomal dominant intellectual developmental diso,Stereotypy
DYRK1A,Support,38321498,ID,
EBF3,Support,25363768,ASD,
EBF3,Support,28017370,"Hypotonia, ataxia, and delayed development syndrom",
EBF3,Support,28017372,"Hypotonia, ataxia, and delayed development syndrom",
EBF3,Support,28017373,"Hypotonia, ataxia, and delayed development syndrom",
EBF3,Support,28487885,"Hypotonia, ataxia, and delayed development syndrom",
EBF3,Support,29062322,ASD,"DD, ID"
EBF3,Primary,29162653,"Hypotonia, ataxia, and delayed development syndrom",Autism or autistic features
EBF3,Support,31981491,ASD,
EBF3,Support,32094338,ASD,
EBF3,Support,32345733,Childhood apraxia of speech,DD
EBF3,Support,33432195,ASD,
EBF3,Recent Recommendation,34256850,ASD,"Hypotonia, ataxia, and delayed development syndrom"
EBF3,Support,34615535,ASD,
EBF3,Support,34999443,DD,
EBF3,Support,35205252,ASD,
EBF3,Recent Recommendation,35340043,"Hypotonia, ataxia, and delayed development syndrom","ASD or autistic features, ADHD, epilepsy/seizures"
EBF3,Support,35363276,,
EBF3,Recent Recommendation,35982159,ASD,
EBF3,Support,36937983,DD,"ID, Afs, stereotypy"
EBF3,Support,36980980,"DD, ID",
EBF3,Support,37090941,"Hypotonia, ataxia, and delayed development syndrom",
EBF3,Support,37541188,DD,
ECPAS,Support,28263302,ASD,
ECPAS,Support,31910261,,
ECPAS,Support,31981491,ASD,
ECPAS,Primary,35982159,ASD,
EEF1A2,Support,23033978,"ID, epilepsy",Autistic features
EEF1A2,Support,23647072,Epilepsy,
EEF1A2,Primary,24697219,"ID, epilepsy",Autistic features
EEF1A2,Support,25363768,ASD,
EEF1A2,Support,25533962,Unknown diagnosis,
EEF1A2,Support,27441201,"ID, epilepsy/seizures",
EEF1A2,Support,3066688,,
EEF1A2,Support,31036916,DD,
EEF1A2,Support,31893083,Atypical Rett syndrome,Stereotypy
EEF1A2,Support,32196822,"DD, ID, epilepsy/seizures","Stereotypy, autistic features"
EEF1A2,Support,32429945,ID,
EEF1A2,Support,33004838,"ASD, DD",
EEF1A2,Support,33644862,"DD, epilepsy/seizures",
EEF1A2,Support,34145886,"DD, epilepsy/seizures",
EEF1A2,Support,34582790,"DD, ID, epilepsy/seizures",
EEF1A2,Support,35873028,"DD, ID",
EEF1A2,Support,35982159,ASD,
EEF1A2,Support,37695913,Epilepsy/seizures,ASD
EEF1A2,Support,38003033,ASD,
EEF1A2,Support,38179821,Epilepsy/seizures,ASD
EEF1A2,Support,38328757,Epilepsy/seizures,DD
EEF1A2,Support,38355961,"DD, ID, epilepsy/seizures","ASD, ADHD"
EEF1A2,Support,38438125,"DD, epilepsy/seizures",
EFR3A,Support,22495306,ASD,
EFR3A,Primary,24860643,ASD,
EFR3A,Support,25363760,ASD,
EFR3A,Support,27525107,ASD,
EFR3A,Support,27667684,ASD,
EFR3A,Support,35205252,ASD,
EFR3A,Support,35982159,ASD,
EFR3A,Support,37393044,ASD,
EFR3A,Support,37506195,ASD,
EGR2,Recent Recommendation,16702976,,
EGR2,Primary,16709250,ASD,
EGR2,Recent Recommendation,19000991,"ASD, RTT",
EGR2,Support,37393044,ASD,
EGR2,Highly Cited,8224839,,
EGR3,Primary,25363760,ASD,
EGR3,Support,31452935,ASD,
EGR3,Support,35982159,ASD,
EHMT1,Support,15805155,Kleefstra syndrome,
EHMT1,Highly Cited,16826528,Kleefstra syndrome,
EHMT1,Support,19264732,Kleefstra syndrome,
EHMT1,Primary,22521361,ASD,
EHMT1,Recent Recommendation,22801426,,
EHMT1,Support,23849776,ASD,
EHMT1,Support,25349628,Kleefstra syndrome,DD
EHMT1,Support,25400900,ASD,
EHMT1,Support,25533962,Microcephaly,
EHMT1,Recent Recommendation,26808425,,
EHMT1,Support,26845707,ASD,
EHMT1,Support,27479843,ID,
EHMT1,Support,27651234,Kleefstra syndrome,ASD
EHMT1,Support,27789404,Kleefstra syndrome,"ASD, DD"
EHMT1,Support,27841880,DD,"Autistic features, behavioral problems"
EHMT1,Support,28057753,Kleefstra syndrome,"ASD, ID"
EHMT1,Support,28361099,Kleefstra syndrome,"ASD, ID"
EHMT1,Support,28361100,Kleefstra syndrome,"ASD, ID"
EHMT1,Support,28554332,ID,
EHMT1,Support,28940097,"ASD, ID",
EHMT1,Support,30370152,Kleefstra syndrome,
EHMT1,Support,31139143,"ASD, epilepsy/seizures",
EHMT1,Support,31209962,"ID, ASD or autistic traits",
EHMT1,Recent recommendation,31914384,Kleefstra syndrome,
EHMT1,Support,32277047,ID,Marfanoid habitus
EHMT1,Support,32722525,ASD,"Developmental regression, DD"
EHMT1,Support,32975655,,
EHMT1,Support,33590427,ASD,
EHMT1,Support,34262135,ASD,
EHMT1,Support,34615535,ASD,
EHMT1,Support,34800434,ASD,"DD, ID"
EHMT1,Support,35597848,"ASD, DD, ID, epilepsy/seizures",
EHMT1,Support,35741772,ASD,
EHMT1,Recent Recommendation,35982159,ASD,
EHMT1,Support,36216811,,
EHMT1,Support,37257768,,
EHMT1,Support,37524782,"DD, epilepsy/seizures",
EHMT1,Support,37543562,ASD,"DD, ID"
EHMT1,Support,37575568,"Kleefstra syndrome, ASD, DD, ID",
EHMT1,Support,38256266,ASD,ID
EHMT1,Support,38384171,DD,"ASD or autistic features, ADHD, ID, epilepsy/seizu"
EHMT1,Support,38438125,DD,"ASD, ADHD"
EIF3G,Support,22495309,ASD,
EIF3G,Primary,22542183,ASD,
EIF3G,Recent Recommendation,26938441,,
EIF3G,Support,31981491,ASD,
EIF3G,Support,35982159,ASD,
EIF4E,Highly Cited,11778052,,
EIF4E,Highly Cited,15541314,,
EIF4E,Recent Recommendation,17277769,,
EIF4E,Recent Recommendation,18832563,,
EIF4E,Primary,19556253,ASD,
EIF4E,Support,22558107,Non-syndromic ASD,
EIF4E,Recent Recommendation,23263185,,
EIF4E,Positive Association,24818597,ASD,
EIF4E,Support,27525107,ASD,
EIF4E,Support,35982159,ASD,
EIF4E,Highly Cited,7935836,,
EIF4E,Highly Cited,9561852,,
EIF4E,Highly Cited,9603962,,
EIF4EBP2,Primary,23172145,ASD,
EIF4G1,Support,25363768,ASD,
EIF4G1,Primary,31999954,ASD,
EIF4G1,Support,35205252,ASD,
EIF4G1,Support,35982159,ASD,
EIF5A,Support,31981491,ASD,
EIF5A,Support,33547280,"Faundes-Banka syndrome, DD, ID","ASD, ADHD"
EIF5A,Support,35982159,ASD,
EIF5A,Primary,37805537,ASD,"ADHD, DD"
ELAVL2,Primary,25363768,ASD,
ELAVL2,Recent Recommendation,27260404,,
ELAVL2,Support,27479843,ID,
ELAVL2,Support,27667684,ASD,
ELAVL2,Positive Association,28540026,ASD,
ELAVL2,Support,31771860,OCD,
ELAVL2,Support,35982159,ASD,
ELAVL3,Primary,25363768,ASD,
ELAVL3,Support,25961944,,
ELAVL3,Support,29426875,,
ELAVL3,Support,31981491,ASD,
ELAVL3,Support,33432195,ASD,
ELAVL3,Support,35982159,ASD,
ELOVL2,Primary,30180836,ASD,
ELOVL2,Support,37805537,ASD,
ELP2,Support,21937992,Autosomal recessive mental retardation-58,ID
ELP2,Primary,25847581,Autosomal recessive mental retardation-58,"ASD, DD, ID"
ELP2,Support,28726809,Autosomal recessive mental retardation-58,DD
ELP2,Support,33393008,Autosomal recessive mental retardation-58,"DD, ID, stereotypy"
ELP2,Support,33510603,Autosomal recessive mental retardation-58,"DD, ID, stereotypy"
ELP2,Recent Recommendation,33976153,Autosomal recessive mental retardation-58,"ASD, DD, ID, epilepsy/seizures"
ELP4,Support,18322702,"ASD, ID",Aniridia
ELP4,Positive Association,19172991,Centrotemporal sharp wave EEG trait in rolandic ep,
ELP4,Primary,26010655,ASD,
ELP4,Support,27525107,ASD,
ELP4,Support,27667684,ASD,
ELP4,Support,30504930,ASD,
ELP4,Support,31398340,ASD,
EML1,Primary,21624971,ASD,
EML1,Support,23375656,ASD,
EML1,Support,35205252,ASD,
EML1,Support,35982159,ASD,
EMSY,Support,25363760,ASD,
EMSY,Primary,25494366,ASD,
EMSY,Recent Recommendation,26401017,ASD,
EMSY,Support,31398340,ASD,
EMSY,Support,35982159,ASD,
EN2,Negative Association,12525552,ASD,
EN2,Primary,15024396,ASD,
EN2,Positive Association,16252243,ASD,
EN2,Recent Recommendation,16267555,,
EN2,Recent Recommendation,16935268,,
EN2,Recent Recommendation,17320162,,
EN2,Positive Association,17948868,ASD,
EN2,Positive Association,17948901,ASD,
EN2,Positive Association,18424904,ASD,
EN2,Recent Recommendation,18562208,,
EN2,Negative Association,21575668,ASD,
EN2,Support,22180456,,
EN2,Negative Association,22739633,ASD,
EN2,Recent Recommendation,24507165,,
EN2,Support,24520327,,
EN2,Recent Recommendation,25290267,,
EN2,Support,25533962,Unknown diagnosis,
EN2,Support,26002543,,
EN2,Support,27755371,ASD,
EN2,Recent Recommendation,28809922,,
EN2,Highly Cited,2907320,,
EN2,Recent Recommendation,29964155,,
EN2,Support,31133750,ASD,
EN2,Recent Recommendation,33689683,ASD,
EN2,Support,38009365,ASD,
